10460300|11006|12945|NOTAPPL|IS04603000
10460301|11006|12945|NOTAPPL|IS04603000
10461100|11006|12945|NOTAPPL|IS04611000
10463301|11006|12945|NOTAPPL|IS04633000
10570003|11006|12945|NOTAPPL|IS05700000
12310001|11006|12945|NOTAPPL|IS23100010
12310011|11006|12945|NOTAPPL|IS23100110
12310012|11006|12945|NOTAPPL|IS23100120
0|11006|12945|BS60000000|NOTAPPL
0|11006|12945|NOTAPPL|NOTAPPL
12300000|11006|12945|NOT APPL|IS23000000
0|11006|12945|BS01030000|NOTAPPL
0|11006|12945|BS34060000|NOTAPPL
0|11006|12945|BS01070000|NOTAPPL
0|11006|12945|BS11010000|NOTAPPL
0|11006|12945|BS11050000|NOTAPPL
0|11006|12945|BS19850000|NOTAPPL
0|11006|12945|BS19410000|NOTAPPL
0|11006|12945|BS19480000|NOTAPPL
0|11006|12945|BS13060000|NOTAPPL
0|11006|12945|BS07010000|NOTAPPL
0|11006|12945|BS30220000|NOTAPPL
0|11006|12945|BS30240000|NOTAPPL
0|11006|12945|BS30210000|NOTAPPL
0|11006|12945|BS38000000|NOTAPPL
0|11006|12945|BS47630000|NOTAPPL
0|11006|12945|BS46460000|NOTAPPL
0|11006|12945|BS46300000|NOTAPPL
0|11006|12945|BS54000000|NOTAPPL
10122500|11006|12945|NOTAPPL|IS01225000
10123800|11006|12945|NOTAPPL|IS01238000
10120400|11006|12945|NOTAPPL|IS01204000
10120200|11006|12945|NOTAPPL|IS01202000
10123500|11006|12945|NOTAPPL|IS01235000
10121000|11006|12945|NOTAPPL|IS01210000
10130103|11006|12945|NOTAPPL|IS01301000
10150600|11006|12945|NOTAPPL|IS01506000
10150680|11006|12945|NOTAPPL|IS01506000
10130102|11006|12945|NOTAPPL|IS01301000
10130104|11006|12945|NOTAPPL|IS01301000
10130140|11006|12945|NOTAPPL|IS01301000
10182600|11006|12945|NOTAPPL|IS01826000
10202000|11006|12945|NOTAPPL|IS02020000
10202100|11006|12945|NOTAPPL|IS02021000
10177801|11006|12945|NOTAPPL|IS01778000
10176900|11006|12945|NOTAPPL|IS01769000
10175600|11006|12945|NOTAPPL|IS01756000
10175800|11006|12945|NOTAPPL|IS01758000
10177700|11006|12945|NOTAPPL|IS01777000
10203000|11006|12945|NOTAPPL|IS02030000
10180800|11006|12945|NOTAPPL|IS01808000
10188580|11006|12945|NOTAPPL|IS01885000
10202600|11006|12945|NOTAPPL|IS02026000
10170900|11006|12945|NOTAPPL|IS01709000
10175200|11006|12945|NOTAPPL|IS01752000
10203240|11006|12945|NOTAPPL|IS02032000
10203340|11006|12945|NOTAPPL|IS02033000
10175100|11006|12945|NOTAPPL|IS01751000
10175300|11006|12945|NOTAPPL|IS01753000
10170800|11006|12945|NOTAPPL|IS01708000
10176200|11006|12945|NOTAPPL|IS01762000
10208300|11006|12945|NOTAPPL|IS02083000
10178800|11006|12945|NOTAPPL|IS01788000
10178500|11006|12945|NOTAPPL|IS01785000
10204500|11006|12945|NOTAPPL|IS02045000
10206600|11006|12945|NOTAPPL|IS02066000
10202300|11006|12945|NOTAPPL|IS02023000
10177911|11006|12945|NOTAPPL|IS01779000
10177912|11006|12945|NOTAPPL|IS01779000
10215440|11006|12945|NOTAPPL|IS02154000
10211740|11006|12945|NOTAPPL|IS02117000
10214862|11006|12945|NOTAPPL|IS02148000
10209780|11006|12945|NOTAPPL|IS02097000
10214440|11006|12945|NOTAPPL|IS02144000
10204240|11006|12945|NOTAPPL|IS02042000
10203540|11006|12945|NOTAPPL|IS02035000
10203740|11006|12945|NOTAPPL|IS02037000
10570001|11006|12945|NOTAPPL|IS05700000
10192500|11006|12945|NOTAPPL|IS01925000
10081705|11006|12945|NOTAPPL|IS00817000
10010100|11006|12945|NOTAPPL|IS00101000
10040100|11006|12945|NOTAPPL|IS00401000
10040180|11006|12945|NOTAPPL|IS00401000
10074100|11006|12945|NOTAPPL|IS00741000
10071240|11006|12945|NOTAPPL|IS00712000
10060000|11006|12945|NOTAPPL|IS00600000
10190900|11006|12945|NOTAPPL|IS01909000
10082900|11006|12945|NOTAPPL|IS00829000
10081702|11006|12945|NOTAPPL|IS00817000
10463300|11006|12945|NOTAPPL|IS04633000
0|11006|12945|BS79911400|NOTAPPL
10209740|11006|12945|NOTAPPL|IS02097000
10460300|11017|12942|NOTAPPL|IS04603000
10461100|11017|12942|NOTAPPL|IS04611000
10463602|11017|12942|NOTAPPL|IS04636000
10480201|11017|12942|NOTAPPL|IS04802000
10480552|11017|12942|NOTAPPL|IS04805500
10481703|11017|12942|NOTAPPL|IS04817000
10570003|11017|12942|NOTAPPL|IS05700000
12310001|11017|12942|NOTAPPL|IS23100010
0|11017|12942|BS60000000|NOTAPPL
12300000|11017|12942|NOT APPL|IS23000000
0|11017|12942|NOTAPPL|NOTAPPL
0|11017|12942|BS01030000|NOTAPPL
0|11017|12942|BS34090000|NOTAPPL
0|11017|12942|BS01010000|NOTAPPL
0|11017|12942|BS01070000|NOTAPPL
0|11017|12942|BS01080000|NOTAPPL
0|11017|12942|BS13060000|NOTAPPL
0|11017|12942|BS03750000|NOTAPPL
0|11017|12942|BS07010000|NOTAPPL
0|11017|12942|BS07020000|NOTAPPL
0|11017|12942|BS11050000|NOTAPPL
0|11017|12942|BS19090000|NOTAPPL
0|11017|12942|BS19100000|NOTAPPL
0|11017|12942|BS19850000|NOTAPPL
0|11017|12942|BS19780000|NOTAPPL
0|11017|12942|BS19840000|NOTAPPL
0|11017|12942|BS46460000|NOTAPPL
0|11017|12942|BS19410000|NOTAPPL
0|11017|12942|BS19290000|NOTAPPL
0|11017|12942|BS19260100|NOTAPPL
0|11017|12942|BS19260200|NOTAPPL
0|11017|12942|BS22000000|NOTAPPL
0|11017|12942|BS46450000|NOTAPPL
0|11017|12942|BS07090000|NOTAPPL
0|11017|12942|BS30210000|NOTAPPL
0|11017|12942|BS30220000|NOTAPPL
0|11017|12942|BS30240000|NOTAPPL
0|11017|12942|BS38000000|NOTAPPL
0|11017|12942|BS47630000|NOTAPPL
0|11017|12942|BS45820000|NOTAPPL
0|11017|12942|BS44020000|NOTAPPL
0|11017|12942|BS48050000|NOTAPPL
0|11017|12942|BS54000000|NOTAPPL
0|11017|12942|BS54110000|NOTAPPL
0|11017|12942|BS67000000|NOTAPPL
0|11017|12942|BS67020000|NOTAPPL
0|11017|12942|BS67100000|NOTAPPL
0|11017|12942|BS67120000|NOTAPPL
0|11017|12942|BS67200000|NOTAPPL
0|11017|12942|BS67220000|NOTAPPL
10122500|11017|12942|NOTAPPL|IS01225000
10122600|11017|12942|NOTAPPL|IS01226000
10120400|11017|12942|NOTAPPL|IS01204000
10123800|11017|12942|NOTAPPL|IS01238000
10121401|11017|12942|NOTAPPL|IS01214010
10121402|11017|12942|NOTAPPL|IS01214020
10120200|11017|12942|NOTAPPL|IS01202000
10123500|11017|12942|NOTAPPL|IS01235000
10121000|11017|12942|NOTAPPL|IS01210000
10130103|11017|12942|NOTAPPL|IS01301000
10081706|11017|12942|NOTAPPL|IS00817000
10130180|11017|12942|NOTAPPL|IS01301000
10130102|11017|12942|NOTAPPL|IS01301000
10130140|11017|12942|NOTAPPL|IS01301000
10202000|11017|12942|NOTAPPL|IS02020000
10179000|11017|12942|NOTAPPL|IS01790000
10178900|11017|12942|NOTAPPL|IS01789000
10203740|11017|12942|NOTAPPL|IS02037000
10204340|11017|12942|NOTAPPL|IS02043000
10203640|11017|12942|NOTAPPL|IS02036000
10176800|11017|12942|NOTAPPL|IS01768000
10175600|11017|12942|NOTAPPL|IS01756000
10215700|11017|12942|NOTAPPL|IS02157000
10187700|11017|12942|NOTAPPL|IS01877000
10188540|11017|12942|NOTAPPL|IS01885000
10176200|11017|12942|NOTAPPL|IS01762000
10182000|11017|12942|NOTAPPL|IS01820000
10081702|11017|12942|NOTAPPL|IS00817000
10178500|11017|12942|NOTAPPL|IS01785000
10204600|11017|12942|NOTAPPL|IS02046000
10207600|11017|12942|NOTAPPL|IS02076000
10202300|11017|12942|NOTAPPL|IS02023000
10215440|11017|12942|NOTAPPL|IS02154000
10211740|11017|12942|NOTAPPL|IS02117000
10209562|11017|12942|NOTAPPL|IS02095000
10209570|11017|12942|NOTAPPL|IS02095000
10203680|11017|12942|NOTAPPL|IS02036000
10204280|11017|12942|NOTAPPL|IS02042000
10203980|11017|12942|NOTAPPL|IS02039000
10203580|11017|12942|NOTAPPL|IS02035000
10203780|11017|12942|NOTAPPL|IS02037000
10203462|11017|12942|NOTAPPL|IS02034000
10203492|11017|12942|NOTAPPL|IS02034000
10213440|11017|12942|NOTAPPL|IS02134000
10360300|11017|12942|NOTAPPL|IS03603000
10570001|11017|12942|NOTAPPL|IS05700000
10193000|11017|12942|NOTAPPL|IS01930000
10192500|11017|12942|NOTAPPL|IS01925000
10010101|11017|12942|NOTAPPL|IS00101000
10040180|11017|12942|NOTAPPL|IS00401000
10081705|11017|12942|NOTAPPL|IS00817000
10010100|11017|12942|NOTAPPL|IS00101000
10040100|11017|12942|NOTAPPL|IS00401000
10040170|11017|12942|NOTAPPL|IS00401000
10021500|11017|12942|NOTAPPL|IS00215000
10011700|11017|12942|NOTAPPL|IS00117000
10074100|11017|12942|NOTAPPL|IS00741000
10079870|11017|12942|NOTAPPL|IS00798000
10079880|11017|12942|NOTAPPL|IS00798000
10079840|11017|12942|NOTAPPL|IS00798000
10074000|11017|12942|NOTAPPL|IS00740000
10079791|11017|12942|NOTAPPL|IS00797000
10074900|11017|12942|NOTAPPL|IS00749000
10085140|11017|12942|NOTAPPL|IS00851000
10085170|11017|12942|NOTAPPL|IS00851000
10085180|11017|12942|NOTAPPL|IS00851000
10079680|11017|12942|NOTAPPL|IS00796000
10081703|11017|12942|NOTAPPL|IS00817000
10060000|11017|12942|NOTAPPL|IS00600000
10190900|11017|12942|NOTAPPL|IS01909000
0|11017|12942|BS79582000|NOTAPPL
0|11017|12942|NOTAPPLB|NOTAPPL
12172210|11017|12942|NOTAPPL|IS21722100
10460100|01834|12822|NOTAPPL|IS04601000
10461401|01834|12822|NOTAPPL|IS04614000
10463300|01834|12822|NOTAPPL|IS04633000
12172290|01834|12822|NOTAPPL|IS21722100
12270009|01834|12822|NOTAPPL|IS22700090
12270013|01834|12822|NOTAPPL|IS22700130
12310001|01834|12822|NOTAPPL|IS23100010
12310010|01834|12822|NOTAPPL|IS23100100
12782261|01834|12822|NOTAPPL|IS27802610
12782271|01834|12822|NOTAPPL|IS27802710
0|01834|12822|BS79540000|NOTAPPL
0|01834|12822|BS79580300|NOTAPPL
0|01834|12822|NOTAPPL|NOTAPPL
10010100|01834|12822|NOTAPPL|IS00101000
10011700|01834|12822|NOTAPPL|IS00117000
10040100|01834|12822|NOTAPPL|IS00401000
10060000|01834|12822|NOTAPPL|IS00600000
10072100|01834|12822|NOTAPPL|IS00721000
10073700|01834|12822|NOTAPPL|IS00737000
10120200|01834|12822|NOTAPPL|IS01202000
10120400|01834|12822|NOTAPPL|IS01204000
10122500|01834|12822|NOTAPPL|IS01225000
10123600|01834|12822|NOTAPPL|IS01236000
10124200|01834|12822|NOTAPPL|IS01242000
10150640|01834|12822|NOTAPPL|IS01506000
10170900|01834|12822|NOTAPPL|IS01709000
10171400|01834|12822|NOTAPPL|IS01714000
10172600|01834|12822|NOTAPPL|IS01726000
10172800|01834|12822|NOTAPPL|IS01728000
10175600|01834|12822|NOTAPPL|IS01756000
10175700|01834|12822|NOTAPPL|IS01757000
10175800|01834|12822|NOTAPPL|IS01758000
10176000|01834|12822|NOTAPPL|IS01760000
10176700|01834|12822|NOTAPPL|IS01767000
10177801|01834|12822|NOTAPPL|IS01778000
10177910|01834|12822|NOTAPPL|IS01779000
10178000|01834|12822|NOTAPPL|IS01780000
10178200|01834|12822|NOTAPPL|IS01782000
10178800|01834|12822|NOTAPPL|IS01788000
10178900|01834|12822|NOTAPPL|IS01789000
10179000|01834|12822|NOTAPPL|IS01790000
10179400|01834|12822|NOTAPPL|IS01794000
10179800|01834|12822|NOTAPPL|IS01798000
10182600|01834|12822|NOTAPPL|IS01826000
10188540|01834|12822|NOTAPPL|IS01885000
10190300|01834|12822|NOTAPPL|IS01903000
10190400|01834|12822|NOTAPPL|IS01904000
10202000|01834|12822|NOTAPPL|IS02020000
10203240|01834|12822|NOTAPPL|IS02032000
10204240|01834|12822|NOTAPPL|IS02042000
10205200|01834|12822|NOTAPPL|IS02052000
10207500|01834|12822|NOTAPPL|IS02075000
10207600|01834|12822|NOTAPPL|IS02076000
10207700|01834|12822|NOTAPPL|IS02077000
10208000|01834|12822|NOTAPPL|IS02080000
10208300|01834|12822|NOTAPPL|IS02083000
10211140|01834|12822|NOTAPPL|IS02111000
10211191|01834|12822|NOTAPPL|IS02111000
10211193|01834|12822|NOTAPPL|IS02111000
10211640|01834|12822|NOTAPPL|IS02116000
10213440|01834|12822|NOTAPPL|IS02134000
10213480|01834|12822|NOTAPPL|IS02134000
10273000|01834|12822|NOTAPPL|IS02730000
10282000|01834|12822|NOTAPPL|IS02820000
10360300|01834|12822|NOTAPPL|IS03603000
0|01834|12822|BS01030000|NOTAPPL
0|01834|12822|BS07000000|NOTAPPL
0|01834|12822|BS11010000|NOTAPPL
0|01834|12822|BS11050000|NOTAPPL
0|01834|12822|BS19090000|NOTAPPL
0|01834|12822|BS19290000|NOTAPPL
0|01834|12822|BS19320000|NOTAPPL
0|01834|12822|BS19410000|NOTAPPL
0|01834|12822|BS19780000|NOTAPPL
0|01834|12822|BS30240000|NOTAPPL
0|01834|12822|BS34060000|NOTAPPL
0|01834|12822|BS38000000|NOTAPPL
0|01834|12822|BS44050000|NOTAPPL
0|01834|12822|BS45810000|NOTAPPL
0|01834|12822|BS46300000|NOTAPPL
0|01834|12822|BS46460000|NOTAPPL
0|01834|12822|BS46500000|NOTAPPL
0|01834|12822|BS47630000|NOTAPPL
0|01834|12822|BS48010000|NOTAPPL
0|01834|12822|BS52000000|NOTAPPL
0|01834|12822|BS60000000|NOTAPPL
0|01834|12822|BS61400000|NOTAPPL
10460100|01834|12138|NOTAPPL|IS04601000
10460300|01834|12138|NOTAPPL|IS04603000
10461000|01834|12138|NOTAPPL|IS04610000
10461200|01834|12138|NOTAPPL|IS04612000
10461412|01834|12138|NOTAPPL|IS04614020
10463300|01834|12138|NOTAPPL|IS04633000
10463601|01834|12138|NOTAPPL|IS04636000
10463602|01834|12138|NOTAPPL|IS04636000
10470800|01834|12138|NOTAPPL|IS04708000
10471000|01834|12138|NOTAPPL|IS04710000
10476000|01834|12138|NOTAPPL|IS04760000
10476500|01834|12138|NOTAPPL|IS04765000
10480100|01834|12138|NOTAPPL|IS04801000
10480502|01834|12138|NOTAPPL|IS04805000
10480552|01834|12138|NOTAPPL|IS04805500
10480801|01834|12138|NOTAPPL|IS04808000
12172190|01834|12138|NOTAPPL|IS21721100
